IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2004,false,,,,,,,,,,,,,84.5,,,,,,84.50,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2004,false,,,,,,,,,,,,,87.6,,,,,,87.60,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2004,false,,,,,,,,,,,,,89.58,,,,,,89.58,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2004,false,,,,,,,,,,,,,97.12,,,,,,97.12,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2003,false,,,,,,,,,,,,,,,,,,,,,"VEN data deleted on GHED for 2000-2017; due to the change in currency from 2021, the series are not displayable on GHED anymore (need too much decimals",EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2003,false,,,,,,,,,,,,,10.21,,,,,,10.21,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2003,false,,,,,,,,,,,,,10.93,,,,,,10.93,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,GMB,Gambia,Year,2003,false,,,,,,,,,,,,,11.02,,,,,,11.02,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2003,false,,,,,,,,,,,,,12.14,,,,,,12.14,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2003,false,,,,,,,,,,,,,12.17,,,,,,12.17,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,COM,Comoros,Year,2003,false,,,,,,,,,,,,,12.82,,,,,,12.82,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,TGO,Togo,Year,2003,false,,,,,,,,,,,,,12.83,,,,,,12.83,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,GEO,Georgia,Year,2003,false,,,,,,,,,,,,,14.29,,,,,,14.29,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,HTI,Haiti,Year,2003,false,,,,,,,,,,,,,14.62,,,,,,14.62,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,LBR,Liberia,Year,2003,false,,,,,,,,,,,,,15.67,,,,,,15.67,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2003,false,,,,,,,,,,,,,16.36,,,,,,16.36,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2003,false,,,,,,,,,,,,,16.8,,,,,,16.80,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2003,false,,,,,,,,,,,,,17.12,,,,,,17.12,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2003,false,,,,,,,,,,,,,18.4,,,,,,18.40,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,IND,India,Year,2003,false,,,,,,,,,,,,,18.72,,,,,,18.72,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2003,false,,,,,,,,,,,,,19.14,,,,,,19.14,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2003,false,,,,,,,,,,,,,21.41,,,,,,21.41,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2003,false,,,,,,,,,,,,,21.98,,,,,,21.98,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2003,false,,,,,,,,,,,,,22.02,,,,,,22.02,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,NER,Niger,Year,2003,false,,,,,,,,,,,,,22.56,,,,,,22.56,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2003,false,,,,,,,,,,,,,22.75,,,,,,22.75,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2003,false,,,,,,,,,,,,,24.25,,,,,,24.25,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2003,false,,,,,,,,,,,,,24.46,,,,,,24.46,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2003,false,,,,,,,,,,,,,24.47,,,,,,24.47,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,false,,,,,,,,,,,,,24.61,,,,,,24.61,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2003,false,,,,,,,,,,,,,24.75,,,,,,24.75,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,BDI,Burundi,Year,2003,false,,,,,,,,,,,,,25.7,,,,,,25.70,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,COG,Congo,Year,2003,false,,,,,,,,,,,,,26.12,,,,,,26.12,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2003,false,,,,,,,,,,,,,26.43,,,,,,26.43,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,KEN,Kenya,Year,2003,false,,,,,,,,,,,,,27.71,,,,,,27.71,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2003,false,,,,,,,,,,,,,27.92,,,,,,27.92,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,MLI,Mali,Year,2003,false,,,,,,,,,,,,,27.97,,,,,,27.97,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2003,false,,,,,,,,,,,,,28.37,,,,,,28.37,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,CHN,China,Year,2003,false,,,,,,,,,,,,,28.37,,,,,,28.37,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,GHA,Ghana,Year,2003,false,,,,,,,,,,,,,29.12,,,,,,29.12,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2003,false,,,,,,,,,,,,,30.64,,,,,,30.64,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2003,false,,,,,,,,,,,,,31.19,,,,,,31.19,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2003,false,,,,,,,,,,,,,31.35,,,,,,31.35,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2003,false,,,,,,,,,,,,,31.41,,,,,,31.41,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,TCD,Chad,Year,2003,false,,,,,,,,,,,,,31.53,,,,,,31.53,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2003,false,,,,,,,,,,,,,31.69,,,,,,31.69,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2003,false,,,,,,,,,,,,,31.82,,,,,,31.82,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2003,false,,,,,,,,,,,,,31.92,,,,,,31.92,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2003,false,,,,,,,,,,,,,32.46,,,,,,32.46,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2003,false,,,,,,,,,,,,,33.18,,,,,,33.18,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2003,false,,,,,,,,,,,,,33.22,,,,,,33.22,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2003,false,,,,,,,,,,,,,33.25,,,,,,33.25,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2003,false,,,,,,,,,,,,,33.9,,,,,,33.90,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,BEN,Benin,Year,2003,false,,,,,,,,,,,,,33.96,,,,,,33.96,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2003,false,,,,,,,,,,,,,34.26,,,,,,34.26,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2003,false,,,,,,,,,,,,,35.08,,,,,,35.08,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2003,false,,,,,,,,,,,,,35.19,,,,,,35.19,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,MWI,Malawi,Year,2003,false,,,,,,,,,,,,,35.39,,,,,,35.39,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,SEN,Senegal,Year,2003,false,,,,,,,,,,,,,35.94,,,,,,35.94,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2003,false,,,,,,,,,,,,,36.16,,,,,,36.16,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2003,false,,,,,,,,,,,,,36.22,,,,,,36.22,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2003,false,,,,,,,,,,,,,36.38,,,,,,36.38,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2003,false,,,,,,,,,,,,,36.54,,,,,,36.54,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2003,false,,,,,,,,,,,,,37.07,,,,,,37.07,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,HND,Honduras,Year,2003,false,,,,,,,,,,,,,37.93,,,,,,37.93,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2003,false,,,,,,,,,,,,,38.25,,,,,,38.25,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2003,false,,,,,,,,,,,,,38.92,,,,,,38.92,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2003,false,,,,,,,,,,,,,39.41,,,,,,39.41,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2003,false,,,,,,,,,,,,,39.64,,,,,,39.64,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2003,false,,,,,,,,,,,,,40.31,,,,,,40.31,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2003,false,,,,,,,,,,,,,40.51,,,,,,40.51,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,GAB,Gabon,Year,2003,false,,,,,,,,,,,,,40.63,,,,,,40.63,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,GRD,Grenada,Year,2003,false,,,,,,,,,,,,,40.9,,,,,,40.90,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,AGO,Angola,Year,2003,false,,,,,,,,,,,,,41.31,,,,,,41.31,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2003,false,,,,,,,,,,,,,41.51,,,,,,41.51,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2003,false,,,,,,,,,,,,,41.76,,,,,,41.76,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2003,false,,,,,,,,,,,,,42.04,,,,,,42.04,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2003,false,,,,,,,,,,,,,42.86,,,,,,42.86,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2003,false,,,,,,,,,,,,,43.37,,,,,,43.37,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,SUR,Suriname,Year,2003,false,,,,,,,,,,,,,43.73,,,,,,43.73,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2003,false,,,,,,,,,,,,,43.95,,,,,,43.95,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2003,false,,,,,,,,,,,,,44.06,,,,,,44.06,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2003,false,,,,,,,,,,,,,44.12,,,,,,44.12,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2003,false,,,,,,,,,,,,,44.97,,,,,,44.97,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,ALB,Albania,Year,2003,false,,,,,,,,,,,,,45.17,,,,,,45.17,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2003,false,,,,,,,,,,,,,45.26,,,,,,45.26,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2003,false,,,,,,,,,,,,,45.48,,,,,,45.48,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2003,false,,,,,,,,,,,,,45.73,,,,,,45.73,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2003,false,,,,,,,,,,,,,45.77,,,,,,45.77,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2003,false,,,,,,,,,,,,,46.21,,,,,,46.21,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2003,false,,,,,,,,,,,,,46.46,,,,,,46.46,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2003,false,,,,,,,,,,,,,46.59,,,,,,46.59,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2003,false,,,,,,,,,,,,,47.06,,,,,,47.06,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2003,false,,,,,,,,,,,,,47.65,,,,,,47.65,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2003,false,,,,,,,,,,,,,47.93,,,,,,47.93,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2003,false,,,,,,,,,,,,,48.5,,,,,,48.50,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,BLZ,Belize,Year,2003,false,,,,,,,,,,,,,49.6,,,,,,49.60,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2003,false,,,,,,,,,,,,,49.83,,,,,,49.83,,,EN,2023-12-04T23:00:00.000Z
